"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1920123522585629125","Wed May 07 14:28:16 +0000 2025","66991","During winter break of 8th grade #KimSaeron was just 14. If #KimSooHyun slept with her then when did he start grooming her to gain that level of trust? How early did this really begin? Seriously what the hell man? #JusticeForKimSaeRon #WeStandWithKimSaeRon https://t.co/okVZaCwlfA","1920123522585629125","https://pbs.twimg.com/media/GqWmKZDXkAA4L9t.jpg","","en","","791","238","10661","https://x.com/_Koo_Chim_/status/1920123522585629125","1315724147041894400","_Koo_Chim_"
"1919989432540651603","Wed May 07 05:35:27 +0000 2025","63933","Kim Sae ron voice released today her words a month before her passing I have a favor to ask please protect this Soohyun oppa and Goldmedalist are really scary thinking about it I was taken advantage of I feel like I've been used since middle school THIS IS HEARTBREAKING https://t.co/u9P1yD87jZ","1919989432540651603","https://pbs.twimg.com/media/GqUsNjlXsAA-ZY8.jpg","","en","","1559","180","11539","https://x.com/Justtvibing/status/1919989432540651603","1158443451865882625","Justtvibing"
"1920327531519148431","Thu May 08 03:58:56 +0000 2025","520","It's Parents Day in South Korea today. (May 8) We are sending a flower bouquet for Kim SooHyun's Eomma. To show our gratitude to her for raising such a wonderful son like SooHyun We hope this small gift will brighten up her days and makes her smile. #KimSooHyun WE CHOSE TO https://t.co/hS3pizDWlo","1920327531519148431","https://pbs.twimg.com/media/GqZfrdVXQAAwNIu.jpg","","en","","48","40","136","https://x.com/tash_kim_/status/1920327531519148431","857930170568658947","tash_kim_"
"1919995051893260528","Wed May 07 05:57:46 +0000 2025","184424","So Soohyun had sex with Kim Saeron when she was in 8th grade. IMAGINE. EIGHT GRADE!!!!! This is so beyond disgusting! Oh my God. Even anybody's still choosing to defend him after watching this let me tell you you don't deserve to have children.","1919995051893260528","","","en","","7492","940","35498","https://x.com/angee_wonii/status/1919995051893260528","1512038654192934917","angee_wonii"
"1920089692449742921","Wed May 07 12:13:50 +0000 2025","2673","This is disgusting. A family lost their daughter and Kim Soohyun's fans sent trucks to support their daughter's sexual abuser and groomer at their conference. https://t.co/IFtZSoR1Bb","1920089692449742921","https://pbs.twimg.com/media/GqWHP6obMAEwkwP.jpg","","en","","21","12","729","https://x.com/frozenhawthorn/status/1920089692449742921","1070531403282927616","frozenhawthorn"
"1905289814796104154","Thu Mar 27 16:04:25 +0000 2025","1948","Sick ugly fucker KIM SOOHYUN IS A PEDOPHILE HE DATED AND GROOMED A MINOR #KimSaeron https://t.co/MOEyrCUPDW","1905289814796104154","https://pbs.twimg.com/media/GnDy_FaXYAARUfl.jpg","","en","New Delhi, India","5","16","345","https://x.com/aayushidua23/status/1905289814796104154","942465890578087936","aayushidua23"
"1920043117379764500","Wed May 07 09:08:46 +0000 2025","4973","the latest updates on the kim saeron case are so scary like wtf do u mean the person who shared incriminating info of kim soohyun got stabbed 9 times???? IN PUBLIC??? https://t.co/WsHd2N2rZW","1920043117379764500","https://pbs.twimg.com/media/GqVc3Kob0AAZFwl.jpg","","en","she they 23 asian","34","3","912","https://x.com/intocurses/status/1920043117379764500","1369102963994587136","intocurses"
"1920006767435472921","Wed May 07 06:44:20 +0000 2025","7822","This is scary. From silencing media reporting &amp; threating accounts on X tt ig and now stab***g informant. Kim Soohyun is still roaming free unscathed and Disney won't backed down because they just released his character poster. He needs to be jail. https://t.co/gUd6d4E2QW","1920006767435472921","https://pbs.twimg.com/media/GqU7-tsbwAAWE6N.jpg","","en","","85","50","2362","https://x.com/xxxtaerixxx/status/1920006767435472921","1695885191125106688","xxxtaerixxx"
"1919994358968832367","Wed May 07 05:55:01 +0000 2025","20777","Kim Saeron's family suing Kim Soohyun finally The bereaved family confirmed that Kim Soohyun had make the late Kim Saeron perform obscene acts and sexually harassed her since she was a minor in 2nd year of middle school they filed a complaint for violating Child Welfare Act. https://t.co/5sgznk2crO","1919994358968832367","https://pbs.twimg.com/media/GqUwsOzWwAAFuWa.jpg","","en","","343","67","4170","https://x.com/Justtvibing/status/1919994358968832367","1158443451865882625","Justtvibing"
"1918647196712648796","Sat May 03 12:41:53 +0000 2025","327","#JusticeForKimSaeRon Perverted psychopath #kimsoohyun couldn't control his d¡ck for someone who's a whole 12 years younger than him and still a minor when he was already almost 30. Asked her for sεx when she was only 15 afterwards treated her like trash held her debt over her https://t.co/lUcv9A8pOf","1918647196712648796","https://pbs.twimg.com/media/GqBnP0TbsAALepx.jpg","","en","","2","5","43","https://x.com/redpandainennui/status/1918647196712648796","3693622752","redpandainennui"
"1906648111524528558","Mon Mar 31 10:01:48 +0000 2025","492","kim soohyun is an actor and he will act his way out of this don't buy anything that he said. kim soohyun is a pedophile who groomed kim saeron #kimsohyun #KimSaeron https://t.co/aiBIJGj8Wb","1906648111524528558","https://pbs.twimg.com/amplify_video_thumb/1906648037352456193/img/kq2telOOYXOEWJIs.jpg","","en","","5","22","46","https://x.com/rreemam6/status/1906648111524528558","4825968190","rreemam6"
"1906512184324108386","Mon Mar 31 01:01:40 +0000 2025","112643","Kim Soohyun a korean top-earning actor star is a pedophile who groomed a 14 years old girl and abused her mentally until she took her own life backed up by powerful people in businesses and gov and today he is giving a press conference to cover up his crimes","1906512184324108386","","","en","","348","126","24131","https://x.com/Someoneontwt/status/1906512184324108386","934066901247967234","Someoneontwt"
"1899764083362070717","Wed Mar 12 11:20:50 +0000 2025","607","@tanyakanrl kim soohyun terlepas mau infonya bener ato gak soal ini semua INI SEREM BANGET ANJIR. dia mau cewek umur 21 tahun saat umurnya 41. dan liat lah list demand dia ttg future girlfriendnya. dia keliatan bgt mau cewek yg bisa dieksploitasi dan disiksa. https://t.co/dMpjVOaRYf https://t.co/tVjHdDFLjx","1899782632994402529","https://pbs.twimg.com/media/Gl1iPImakAAn8Ty.jpg","tanyakanrl","in","she/her〡minors don't follow!","31","19","73","https://x.com/hamoomindan/status/1899782632994402529","1175449868229214208","hamoomindan"
"1920113394134499820","Wed May 07 13:48:01 +0000 2025","979","WHY IS KIM SOOHYUN NOT IN JAIL YET?!! WTFFFF THIS IS DEFINITELY BIGGER THAN WHAT IT LOOKS LIKE https://t.co/o5AkgNLiSu","1920113394134499820","https://pbs.twimg.com/media/GqWc9LkboAEDBga.jpg","","en","","0","12","279","https://x.com/z_fibs/status/1920113394134499820","1306407519913345029","z_fibs"
"1910903677306687779","Sat Apr 12 03:51:54 +0000 2025","1304","still doesnt change the fact that kim soohyun is a pedophile and a groomer","1910903677306687779","","","en","","0","2","177","https://x.com/gomchubb/status/1910903677306687779","1500672841200533505","gomchubb"
"1919986509865726357","Wed May 07 05:23:50 +0000 2025","53751","현재 김수현 관련 폭로중 -자신과 성관계한 여성 아이돌이 성기에서 냄새가 난다는 이유로 연락처 이름을 미역 으로 저장함 -김새론이 중학생일때부터 연애를 시작해 대학생때 결별 -김새론이 중학교 2학년이던 시절 성관계를 함 https://t.co/cYTXXqWSIQ","1919986509865726357","https://pbs.twimg.com/amplify_video_thumb/1919986402705735683/img/VWQXmbJkxTriAabQ.jpg","","ko","","19458","285","46648","https://x.com/29485_/status/1919986509865726357","1887762889743998978","29485_"
"1905141559366123688","Thu Mar 27 06:15:18 +0000 2025","19488","Garosero states that they have evidences of Kim Soohyun engaged in behavior comparable to the Nth Room crimes during relationship with Kim Saeron but will refrain from disclosing them to protect her family's honor https://t.co/VoqCiRp2uo https://t.co/w8Er12EpWI","1905141559366123688","https://pbs.twimg.com/media/GnBsE4GbMAAqM7w.png","","en","","787","148","2280","https://x.com/pannchoa/status/1905141559366123688","2919019624","pannchoa"
"1919996508293714244","Wed May 07 06:03:34 +0000 2025","4713","a estrela kim soohyun além de namorar menininhas menores de idade (e terminar o relacionamento quando elas começam a crescer e parecer menos crianças) também gosta de fazer gravações ilegais de mulheres e compartilhar sem o consentimento delas alguém surpreso? https://t.co/S6Ig0p5Frc","1919996508293714244","https://pbs.twimg.com/media/GqUypIrWgAEFjNJ.jpg","","pt","Mars","155","25","668","https://x.com/SOSLuluzeira/status/1919996508293714244","1332189932157329413","SOSLuluzeira"
"1920119581861130705","Wed May 07 14:12:37 +0000 2025","316","kim soohyun is an evil predator he s a pedophile and doesn t deserve a single day of peace. he shouldn t have anyone defending him but those that have defended that monster need to rot with him and have their lives ruined","1920119581861130705","","","en","25 ｜ she/her ｜ entj ｜🇲🇽 ｜pan","0","1","54","https://x.com/WHORESCOPE_1117/status/1920119581861130705","865360039388651520","WHORESCOPE_1117"
"1918226447384363150","Fri May 02 08:49:58 +0000 2025","360","#KimSaeron left a top agency YG entertainment to join an unknown agency GM to support her man #KimSoohyun. She said she signed without thinking everything through and trusted him. He betrayed her as a lover &amp; a business partner. #JusticeForKimSaeRon https://t.co/pPb0oKu2yb","1918226447384363150","https://pbs.twimg.com/tweet_video_thumb/Gp7ox7uW4AEmq2l.jpg","","en","","2","10","45","https://x.com/_Koo_Chim_/status/1918226447384363150","1315724147041894400","_Koo_Chim_"
"1906795036060119098","Mon Mar 31 19:45:37 +0000 2025","1441","kim soohyun is an actual pedophile who mentally tortured &amp; abused a woman to the point she committed suicide and you &amp; your equally disgusting mutuals are here cracking jokes and making fun of this tragedy by comparing him with a fictional character. go to hell.","1906795036060119098","","","en","21","2","3","184","https://x.com/lusopps/status/1906795036060119098","1660758579110981641","lusopps"
"1299233104054239232","Fri Aug 28 06:31:25 +0000 2020","652","#KimSooHyun : There's no actor-idol who has similar attractiveness to Suzy's. And she's getting more and more beautiful. #Suzy : Soo Hyun oppa knows how to make girl's hearts flutter. And he's getting more and more handsome. https://t.co/oYUKjA93OY","1299233104054239232","https://pbs.twimg.com/ext_tw_video_thumb/1299233012819742720/pu/img/7YsCgyJc0MfnkgJU.jpg","","en","","21","0","118","https://x.com/soosukb/status/1299233104054239232","1291624705644826626","soosukb"
"1920610494886654128","Thu May 08 22:43:19 +0000 2025","102","포랜식도 했다했는데 알고보니 개구라뻥쇼였슴 아무리 재구성을 했다해도 가짜는 가짜고 구라는 구라다 더이상 가세연의 개구라뻥쇼에 속지마세요 제발 #김수현​ #KimSooHyun​ #キムスヒョン​ #金秀賢​ #คิมซูฮยอน https://t.co/DvQu13Mb9l","1920610494886654128","https://pbs.twimg.com/media/GqdhD9NXIAAWQI1.jpg","","ko","","7","0","36","https://x.com/soohyun_studio/status/1920610494886654128","1650381028417216513","soohyun_studio"
"1920010676845871354","Wed May 07 06:59:52 +0000 2025","2710","8th grade is Saeron was around 13 to 14 years old that pedophile is roaming free and making horrible crimes and Golden Medalist covering it like what we see in dramas. WHAT THE FXXK!! Kim Soohyun rot in FXXKING HELL. https://t.co/hO6P0lk5XS","1920010676845871354","https://pbs.twimg.com/media/GqU_heqbQAAKyJi.jpg","","en","Teyvat","16","9","701","https://x.com/dainsleiftham/status/1920010676845871354","1755496868556214272","dainsleiftham"
"1920421781715743187","Thu May 08 10:13:27 +0000 2025","120","I ve been watching the drama featuring Kim Soo Hyun and buying the brands he endorses. Without him they re nothing to me. #KimSooHyun NO SPECTACLE #JustSoohyun #WeStandWithKimSooHyun https://t.co/JlVG5CXBpf","1920421781715743187","https://pbs.twimg.com/amplify_video_thumb/1920421769191510016/img/cpf-KPu0WGrV3emO.jpg","","en","","1","2","31","https://x.com/MC4864647819354/status/1920421781715743187","1805471273314828288","MC4864647819354"
"1920195244588425666","Wed May 07 19:13:16 +0000 2025","132","The Kim Sae-ron family only wanted an apology. If Kim Soo-hyun had just said sorry the whole thing would ve been over long ago and wouldn t have blown up like this. #kimsaeron #kimsoohyun https://t.co/xPigpZHmNJ","1920195244588425666","https://pbs.twimg.com/tweet_video_thumb/GqXnZF2bMAIjKRG.jpg","","en","","7","0","15","https://x.com/thebestofme_08/status/1920195244588425666","1029015576658628609","thebestofme_08"
"1920664730307363317","Fri May 09 02:18:50 +0000 2025","3","I want this Kim Soohyun #WeStandWithKimSooHyun https://t.co/Ah1EcHeHLR","1920664730307363317","https://pbs.twimg.com/tweet_video_thumb/GqeSYsfbcAQR-7F.jpg","","en"," 🇮🇳","0","0","0","https://x.com/bair41335/status/1920664730307363317","1692569289273036800","bair41335"
"1919986509865726357","Wed May 07 13:48:54 +0000 2025","469","@29485_ Kim Soohyun pedófilo de mrd https://t.co/60hFMy4CZC","1920113613324394578","https://pbs.twimg.com/tweet_video_thumb/GqWdJaoWQAAGlAD.jpg","29485_","pt","sss","0","0","6","https://x.com/somjinx/status/1920113613324394578","1610003585143562241","somjinx"
"1920358636619993165","Thu May 08 06:02:32 +0000 2025","1554","Kim Soohyun fans started a petition for him trying to fight petition signed in Kim Saeron honor the one month deadline is here and it's failed miserably at just 2% meanwhile Kim SooHyun prevention act for Saeron got 50 000 signatures in just 7 days https://t.co/k9n2BgypEv","1920358636619993165","https://pbs.twimg.com/media/GqZ7_ugW8AAJPhV.jpg","","en","","22","27","271","https://x.com/Justtvibing/status/1920358636619993165","1158443451865882625","Justtvibing"
"1920043365745234363","Wed May 07 09:09:45 +0000 2025","10985","kim soohyun groomed saeron who was in middle school mentally and financially tortured her to death bought out youtubers and her friends to spread vile narrative about a dead woman and now attempted murder on a whistleblower he s actually so far gone","1920043365745234363","","","en","20+/she/her","36","7","2673","https://x.com/tensorfied_/status/1920043365745234363","1186694237817098240","tensorfied_"
"1282912647294316544","Tue Jul 14 05:39:45 +0000 2020","203","kim soohyun imitating go moonyoung my heart is gonna combust into tiny pieces of ᵘʷᵘ #ItsOkayToNotBeOkay #PsychoButItsOkay https://t.co/LBjD1yrk1h","1282912647294316544","https://pbs.twimg.com/ext_tw_video_thumb/1282912619930595328/pu/img/5JZuTM-al-Wgx6oE.jpg","","en","","6","0","44","https://x.com/kdramafolder/status/1282912647294316544","1063969093886271489","kdramafolder"
"1917516171425050996","Wed Apr 30 09:47:35 +0000 2025","484","We condemn unethical irresponsible PR strategy. Adding toxicity in a form of entertainment using Kim Soohyun is not just a disgrace but shameful act. @ViuSG what vision do you uphold? #WeStandWithKimSooHyun #KimSoohyun #stopcyberbullying https://t.co/HxQkUIA7jE","1917516171425050996","https://pbs.twimg.com/amplify_video_thumb/1917515061180129286/img/ct73q8ZZh1i9i8Ce.jpg","","en","","37","45","137","https://x.com/cloverleafkk/status/1917516171425050996","1839265227730464771","cloverleafkk"
"1920396345396879406","Thu May 08 08:32:22 +0000 2025","13","Yes everything fake fabricated lies...Kim Soohyun is a clown https://t.co/xWsUpPiqWv","1920396345396879406","https://pbs.twimg.com/tweet_video_thumb/GqaeS4qXQAAsioe.jpg","","en","","0","0","2","https://x.com/_Koo_Chim_/status/1920396345396879406","1315724147041894400","_Koo_Chim_"
"1919995051893260528","Wed May 07 08:50:59 +0000 2025","4696","@angee_wonii also photos!?!!?! https://t.co/N7Y5SQhnNm","1920038639985185098","https://pbs.twimg.com/media/GqVY9otXIAAZ_ug.jpg","angee_wonii","de","Portugal","164","16","405","https://x.com/melissap0debrat/status/1920038639985185098","1432488650135195653","melissap0debrat"
"1920594683547259174","Thu May 08 21:40:30 +0000 2025","8","He thinks we are stupid...he works for Kim Soohyun. It's obvious https://t.co/oLrrKJl0Ft","1920594683547259174","https://pbs.twimg.com/tweet_video_thumb/GqdSrc7WUAAl0p9.jpg","","en","","0","2","2","https://x.com/_Koo_Chim_/status/1920594683547259174","1315724147041894400","_Koo_Chim_"
